epoch,forecast_10m_loss,forecast_10m_mae,forecast_10m_mse,forecast_1h_loss,forecast_1h_mae,forecast_1h_mse,forecast_30m_loss,forecast_30m_mae,forecast_30m_mse,loss,lr,val_forecast_10m_loss,val_forecast_10m_mae,val_forecast_10m_mse,val_forecast_1h_loss,val_forecast_1h_mae,val_forecast_1h_mse,val_forecast_30m_loss,val_forecast_30m_mae,val_forecast_30m_mse,val_loss
0,0.357731431722641,0.11143671721220016,0.02781638875603676,0.38484370708465576,0.13965189456939697,0.05332348495721817,0.36262235045433044,0.11777299642562866,0.030996765941381454,1.1051976680755615,0.001,0.3576321303844452,0.08981430530548096,0.013214283622801304,0.3399932086467743,0.09236922860145569,0.014453207142651081,0.30648747086524963,0.0744025781750679,0.009927233681082726,1.0041128396987915
1,0.28965118527412415,0.05752074718475342,0.006843951065093279,0.2930908501148224,0.06378909945487976,0.008653271943330765,0.29353028535842896,0.06093142181634903,0.00787137821316719,0.8762724995613098,0.001,0.35186299681663513,0.06152627244591713,0.0064690676517784595,0.33740100264549255,0.06241416931152344,0.008097531273961067,0.3498188853263855,0.062245164066553116,0.0072741201147437096,1.0390828847885132
2,0.2823971211910248,0.052719440311193466,0.005798582918941975,0.28455427289009094,0.05741158872842789,0.0070688663981854916,0.2861267328262329,0.05469710752367973,0.006343903951346874,0.8530779480934143,0.001,0.2826220989227295,0.05235894396901131,0.00524944020435214,0.302568256855011,0.05102244019508362,0.00566825782880187,0.27175435423851013,0.04628314450383186,0.004695461597293615,0.856944739818573
3,0.2746322751045227,0.049951642751693726,0.005207123700529337,0.27775290608406067,0.05469786375761032,0.006410491652786732,0.28073742985725403,0.05187543109059334,0.005681590177118778,0.8331224918365479,0.001,0.2727738916873932,0.040738895535469055,0.0039717331528663635,0.2782805562019348,0.048855073750019073,0.005747548770159483,0.28238922357559204,0.04418180137872696,0.004663496278226376,0.8334435224533081
4,0.27160316705703735,0.047641571611166,0.004706932697445154,0.27429163455963135,0.0519748330116272,0.005771710071712732,0.27537742257118225,0.04919682815670967,0.005101620685309172,0.821272075176239,0.001,0.27911999821662903,0.05660807713866234,0.005892029032111168,0.27863070368766785,0.05878376215696335,0.006770745851099491,0.2866581082344055,0.06156541034579277,0.00681243184953928,0.8444088697433472
5,0.2692442238330841,0.04747973382472992,0.004645077977329493,0.2756183445453644,0.05216101184487343,0.005661082919687033,0.2753753364086151,0.04930921643972397,0.005027881823480129,0.8202380537986755,0.001,0.315824419260025,0.06890381127595901,0.00813023466616869,0.3375279903411865,0.07783792912960052,0.010175279341638088,0.34913501143455505,0.07669080793857574,0.009766196832060814,1.002487301826477
6,0.2681562602519989,0.045516569167375565,0.004320649430155754,0.27065548300743103,0.04986356943845749,0.005286663770675659,0.2743334472179413,0.047570936381816864,0.00476929871365428,0.8131454586982727,0.001,0.28556907176971436,0.042235299944877625,0.0042171538807451725,0.320919394493103,0.05418241024017334,0.006294561084359884,0.2971336841583252,0.04656548053026199,0.004812704864889383,0.9036222696304321
7,0.26772257685661316,0.04442952945828438,0.004150508437305689,0.2695334255695343,0.04823410511016846,0.005017854273319244,0.27176082134246826,0.04585477337241173,0.004488532897084951,0.8090165853500366,0.001,0.2930740714073181,0.07069794088602066,0.00843384861946106,0.29556435346603394,0.06838059425354004,0.008083738386631012,0.2881544828414917,0.0717889666557312,0.008436107076704502,0.876792848110199
8,0.2598712742328644,0.041814517229795456,0.0037613920867443085,0.2644314467906952,0.045824285596609116,0.004615571815520525,0.2657507658004761,0.04339756444096565,0.004119242075830698,0.7900534868240356,0.0005,0.2799220085144043,0.050335973501205444,0.005013349466025829,0.26605871319770813,0.04735010489821434,0.005068156868219376,0.27008095383644104,0.04808980971574783,0.004712987225502729,0.8160616159439087
9,0.2578662931919098,0.041262295097112656,0.0036763169337064028,0.2640477120876312,0.04528793320059776,0.004535377956926823,0.2653273642063141,0.042909931391477585,0.004021788481622934,0.7872414588928223,0.0005,0.2697037160396576,0.041848137974739075,0.004053502343595028,0.2643197774887085,0.04217470437288284,0.00454217754304409,0.26710978150367737,0.040336575359106064,0.003981596790254116,0.8011333346366882
