epoch,forecast_10m_loss,forecast_10m_mae,forecast_10m_mse,forecast_1h_loss,forecast_1h_mae,forecast_1h_mse,forecast_30m_loss,forecast_30m_mae,forecast_30m_mse,loss,lr,val_forecast_10m_loss,val_forecast_10m_mae,val_forecast_10m_mse,val_forecast_1h_loss,val_forecast_1h_mae,val_forecast_1h_mse,val_forecast_30m_loss,val_forecast_30m_mae,val_forecast_30m_mse,val_loss
0,0.947361409664154,0.2511613667011261,0.1223788633942604,0.9356546401977539,0.2532024383544922,0.1264031082391739,0.8547107577323914,0.20846669375896454,0.08706821501255035,2.7377254962921143,0.0005,0.6500515341758728,0.1120317280292511,0.018807394430041313,0.6628381609916687,0.10153889656066895,0.01705726608633995,0.6967871785163879,0.09996689856052399,0.016643580049276352,2.009676933288574
1,0.670133650302887,0.11031550914049149,0.021645892411470413,0.6824975609779358,0.10676634311676025,0.019893571734428406,0.6778029203414917,0.10421831905841827,0.0196857750415802,2.030433177947998,0.0005,0.6381554007530212,0.10693534463644028,0.01729407161474228,0.6522255539894104,0.09479761868715286,0.016265342012047768,0.6472166180610657,0.09862352162599564,0.01630878634750843,1.9375971555709839
2,0.633411169052124,0.0849132314324379,0.013171287253499031,0.6411071419715881,0.08195582777261734,0.01221421454101801,0.6454200744628906,0.08433551341295242,0.013308544643223286,1.919938564300537,0.0005,0.6137363910675049,0.0644366517663002,0.008131640963256359,0.6311684250831604,0.09932547807693481,0.016125384718179703,0.6247097849845886,0.07600301504135132,0.010711207054555416,1.8696143627166748
3,0.6159279346466064,0.0730854868888855,0.00990878976881504,0.6281437873840332,0.07296416163444519,0.009886208921670914,0.6301995515823364,0.07384694367647171,0.010261639952659607,1.874271035194397,0.0005,0.6226313710212708,0.05556800961494446,0.006044523324817419,0.6120545268058777,0.06804849952459335,0.00955232884734869,0.6439806818962097,0.06040526553988457,0.00782138854265213,1.8786661624908447
4,0.6048240065574646,0.06514735519886017,0.007916883565485477,0.6172564029693604,0.06703175604343414,0.008603440597653389,0.6193206906318665,0.06611797958612442,0.008355236612260342,1.8414015769958496,0.0005,0.6007369160652161,0.053459532558918,0.00588942738249898,0.6344812512397766,0.07272130250930786,0.010570920072495937,0.6119134426116943,0.05777644366025925,0.007247753906995058,1.847131609916687
5,0.5982813239097595,0.06060560792684555,0.006900315172970295,0.614560604095459,0.06331480294466019,0.007846873253583908,0.6147280335426331,0.06275872886180878,0.007688657380640507,1.8275699615478516,0.0005,0.6334192752838135,0.05702129378914833,0.0065935649909079075,0.608830451965332,0.07139390707015991,0.010044236667454243,0.6381306648254395,0.06098801642656326,0.0078096697106957436,1.8803800344467163
6,0.5907525420188904,0.05739128217101097,0.006296329200267792,0.6074045896530151,0.06068779155611992,0.007249229121953249,0.6088097095489502,0.05967650189995766,0.007012205198407173,1.8069665431976318,0.0005,0.6013892889022827,0.062120471149683,0.007342779077589512,0.6095399260520935,0.07435936480760574,0.010539587587118149,0.6265069842338562,0.06557214260101318,0.008428672328591347,1.837436318397522
7,0.5866126418113708,0.05485663190484047,0.005841191858053207,0.6005420684814453,0.058471545577049255,0.006809246726334095,0.6043986678123474,0.057131409645080566,0.006504100281745195,1.791553020477295,0.0005,0.601438581943512,0.07880808413028717,0.01035477314144373,0.6192921996116638,0.09934636205434799,0.015313541516661644,0.6130600571632385,0.08412669599056244,0.011714871972799301,1.8337910175323486
8,0.579870879650116,0.052350688725709915,0.005381250753998756,0.5980858206748962,0.0566396526992321,0.006428959779441357,0.6010865569114685,0.05472889915108681,0.006051165983080864,1.7790439128875732,0.0005,0.6447424292564392,0.05587375536561012,0.006312767043709755,0.6366642713546753,0.06493611633777618,0.008777902461588383,0.6367648243904114,0.056503087282180786,0.007021997589617968,1.9181714057922363
9,0.5815860033035278,0.05181970074772835,0.005304764490574598,0.5975359082221985,0.05610492080450058,0.006318796891719103,0.6015675067901611,0.05451981723308563,0.005975476931780577,1.7806891202926636,0.0005,0.5945967435836792,0.05799892544746399,0.006737839430570602,0.6204942464828491,0.07344013452529907,0.010298879817128181,0.6078843474388123,0.06031282618641853,0.007554272655397654,1.8229751586914062
10,0.5744699239730835,0.051291778683662415,0.005190691445022821,0.5954933166503906,0.05514879897236824,0.006102246697992086,0.5982101559638977,0.05397908389568329,0.005832732655107975,1.7681738138198853,0.0005,0.5946001410484314,0.06523656845092773,0.007798648905009031,0.6159721612930298,0.08722209930419922,0.012804585509002209,0.6040573716163635,0.0705379769206047,0.009079691022634506,1.8146295547485352
11,0.5746665000915527,0.05158059298992157,0.005245845764875412,0.597386360168457,0.055116795003414154,0.00608493248000741,0.5991084575653076,0.05364752560853958,0.0057672373950481415,1.7711611986160278,0.0005,0.5945199131965637,0.05864430591464043,0.00664170878008008,0.6347697973251343,0.07708419859409332,0.010642829351127148,0.6214555501937866,0.06089835986495018,0.007337828632444143,1.8507448434829712
