epoch,forecast_10m_loss,forecast_10m_mae,forecast_10m_mse,forecast_1h_loss,forecast_1h_mae,forecast_1h_mse,forecast_30m_loss,forecast_30m_mae,forecast_30m_mse,loss,lr,val_forecast_10m_loss,val_forecast_10m_mae,val_forecast_10m_mse,val_forecast_1h_loss,val_forecast_1h_mae,val_forecast_1h_mse,val_forecast_30m_loss,val_forecast_30m_mae,val_forecast_30m_mse,val_loss
0,0.41430673003196716,0.04211922734975815,0.0039757853373885155,0.4377533495426178,0.04367224499583244,0.004178208764642477,0.43106809258461,0.0423172190785408,0.0038900168146938086,1.283128261566162,0.0005,0.5946539640426636,0.050258539617061615,0.004785884637385607,0.6067646741867065,0.053607117384672165,0.005524227861315012,0.5824464559555054,0.046518221497535706,0.004131225403398275,1.7838648557662964
1,0.4111051857471466,0.042803119868040085,0.00407501170411706,0.4367026388645172,0.04420191049575806,0.004234232008457184,0.4276360869407654,0.04284331947565079,0.003932017832994461,1.27544367313385,0.0005,0.5834904313087463,0.05951712280511856,0.006092701107263565,0.5704397559165955,0.06615760177373886,0.0074412343092262745,0.5683428645133972,0.06115987151861191,0.006411891896277666,1.7222729921340942
2,0.4124051630496979,0.04201720654964447,0.0039110141806304455,0.43286508321762085,0.043641746044158936,0.004160309210419655,0.42539721727371216,0.042433228343725204,0.0038722921162843704,1.270667314529419,0.0005,0.5741242170333862,0.049310654401779175,0.004640134051442146,0.5828571319580078,0.06598910689353943,0.007515283767133951,0.5864341259002686,0.05604313686490059,0.00566551648080349,1.7434158325195312
3,0.40923887491226196,0.04175356402993202,0.003923476208001375,0.4337892234325409,0.043395839631557465,0.004138397518545389,0.4243735671043396,0.04184785112738609,0.003826540894806385,1.2674013376235962,0.0005,0.5675994157791138,0.04847686365246773,0.0044828420504927635,0.5633780360221863,0.05745219439268112,0.00605198135599494,0.5656141638755798,0.049322277307510376,0.004654202610254288,1.6965914964675903
4,0.41187238693237305,0.041954971849918365,0.003955921623855829,0.4336983263492584,0.04362638667225838,0.0042105200700461864,0.4255905747413635,0.04206573963165283,0.003862362587824464,1.2711610794067383,0.0005,0.5924826264381409,0.05570165812969208,0.005479502025991678,0.5998464226722717,0.06306274235248566,0.007291263435035944,0.5857011675834656,0.054059743881225586,0.00516342930495739,1.7780300378799438
5,0.40955445170402527,0.04204438254237175,0.0039411247707903385,0.43325576186180115,0.04355473071336746,0.004174926318228245,0.4244144856929779,0.04214315861463547,0.0038418772164732218,1.2672245502471924,0.0005,0.5868390798568726,0.05048821121454239,0.0048719351179897785,0.5875444412231445,0.06229507178068161,0.007250776048749685,0.5938387513160706,0.0548241063952446,0.005396312102675438,1.7682217359542847
6,0.4082295596599579,0.04198521748185158,0.003972222097218037,0.4311673939228058,0.043477486819028854,0.004185399506241083,0.4240628778934479,0.041636884212493896,0.003798061516135931,1.2634601593017578,0.0005,0.574281632900238,0.05116880312561989,0.004639459308236837,0.5896267294883728,0.06314833462238312,0.006956464145332575,0.5761314034461975,0.0535900816321373,0.005125583149492741,1.7400397062301636
7,0.4036157727241516,0.04088655486702919,0.0038661763537675142,0.4268516004085541,0.04258347675204277,0.004105877131223679,0.4188026487827301,0.04103177785873413,0.0037409579381346703,1.2492704391479492,0.00025,0.5853162407875061,0.057205233722925186,0.005501510109752417,0.5929414629936218,0.06756442040205002,0.007768303621560335,0.5860689878463745,0.0559082105755806,0.005330322775989771,1.764327049255371
8,0.40269020199775696,0.040706735104322433,0.003808969398960471,0.42545583844184875,0.04225979372859001,0.0040212334133684635,0.4170694351196289,0.0406607948243618,0.0036886075977236032,1.2452157735824585,0.00025,0.607964277267456,0.05602947995066643,0.005519932135939598,0.5946451425552368,0.06401827186346054,0.007152306381613016,0.5978446006774902,0.053443361073732376,0.005029149353504181,1.800454020500183
9,0.40105992555618286,0.040521763265132904,0.003801239188760519,0.4245389997959137,0.04184893146157265,0.003996350336819887,0.4173939526081085,0.04046047106385231,0.0036905002780258656,1.242992639541626,0.00025,0.5986338257789612,0.05188971385359764,0.004992583766579628,0.5919153094291687,0.060067806392908096,0.0065823388285934925,0.6005057096481323,0.051225870847702026,0.0049720946699380875,1.7910547256469727
10,0.39841434359550476,0.04024859517812729,0.0037652873434126377,0.4236028492450714,0.04167870059609413,0.003977247979491949,0.4148232936859131,0.0401875376701355,0.003641473362222314,1.2368403673171997,0.000125,0.5966952443122864,0.05659278854727745,0.005510471761226654,0.6103883981704712,0.06842820346355438,0.007901264354586601,0.5988320708274841,0.05500548332929611,0.005203624255955219,1.8059158325195312
11,0.3983291983604431,0.04017167165875435,0.003746394533663988,0.4217453598976135,0.041571833193302155,0.003937644883990288,0.4137268662452698,0.04001961648464203,0.003609726671129465,1.2338021993637085,0.000125,0.5998191833496094,0.06048572063446045,0.006112275179475546,0.6213763356208801,0.07501170784235,0.009186088107526302,0.6015514731407166,0.05798914283514023,0.005675274878740311,1.8227471113204956
