Datetime,Open,High,Low,Close,Volume
2025-12-11 09:20:00+05:30,1553.4000244140625,1560.300048828125,1553.0,1557.699951171875,49305
2025-12-11 09:25:00+05:30,1557.699951171875,1559.0999755859375,1555.0999755859375,1556.5999755859375,55515
2025-12-11 09:30:00+05:30,1556.5999755859375,1556.5999755859375,1551.300048828125,1554.199951171875,34148
2025-12-11 09:35:00+05:30,1553.800048828125,1554.0,1544.300048828125,1545.0,40842
2025-12-11 09:40:00+05:30,1544.699951171875,1548.300048828125,1544.0,1544.9000244140625,23957
2025-12-11 09:45:00+05:30,1545.5999755859375,1545.5999755859375,1541.4000244140625,1544.9000244140625,21246
2025-12-11 09:50:00+05:30,1544.300048828125,1544.9000244140625,1541.0999755859375,1544.800048828125,14380
2025-12-11 09:55:00+05:30,1544.9000244140625,1546.9000244140625,1543.5999755859375,1545.4000244140625,23838
2025-12-11 10:00:00+05:30,1545.4000244140625,1549.9000244140625,1545.4000244140625,1549.5,18260
2025-12-11 10:05:00+05:30,1549.699951171875,1554.199951171875,1548.4000244140625,1553.9000244140625,22458
2025-12-11 10:10:00+05:30,1554.0,1556.4000244140625,1552.800048828125,1555.9000244140625,22712
2025-12-11 10:15:00+05:30,1557.0,1557.800048828125,1554.699951171875,1555.800048828125,31128
2025-12-11 10:20:00+05:30,1556.0,1556.800048828125,1553.699951171875,1555.699951171875,21866
2025-12-11 10:25:00+05:30,1555.699951171875,1556.9000244140625,1554.4000244140625,1556.5999755859375,20392
2025-12-11 10:30:00+05:30,1556.800048828125,1557.800048828125,1554.5999755859375,1556.5999755859375,14378
2025-12-11 10:35:00+05:30,1556.5999755859375,1557.300048828125,1555.199951171875,1556.0,15331
2025-12-11 10:40:00+05:30,1556.0,1557.0,1553.300048828125,1554.0999755859375,15955
2025-12-11 10:45:00+05:30,1555.0,1555.699951171875,1553.9000244140625,1554.300048828125,14672
2025-12-11 10:50:00+05:30,1554.300048828125,1556.4000244140625,1554.199951171875,1554.5999755859375,9885
2025-12-11 10:55:00+05:30,1554.9000244140625,1555.5999755859375,1551.5,1552.0,27056
2025-12-11 11:00:00+05:30,1552.0,1555.5,1551.0,1553.0999755859375,23386
2025-12-11 11:05:00+05:30,1553.0999755859375,1557.0999755859375,1550.699951171875,1551.199951171875,22723
2025-12-11 11:10:00+05:30,1551.199951171875,1553.4000244140625,1551.0,1552.300048828125,6340
2025-12-11 11:15:00+05:30,1551.300048828125,1555.5999755859375,1551.0999755859375,1554.5,9440
2025-12-11 11:20:00+05:30,1554.5999755859375,1555.0999755859375,1553.0999755859375,1553.9000244140625,7349
2025-12-11 11:25:00+05:30,1553.5999755859375,1558.9000244140625,1553.199951171875,1558.0,13044
2025-12-11 11:30:00+05:30,1558.0,1558.0,1556.199951171875,1556.9000244140625,7866
2025-12-11 11:35:00+05:30,1556.5999755859375,1558.699951171875,1556.0999755859375,1558.5,6516
2025-12-11 11:40:00+05:30,1558.800048828125,1559.5999755859375,1557.4000244140625,1559.300048828125,6770
2025-12-11 11:45:00+05:30,1559.300048828125,1562.5,1558.0,1562.300048828125,27748
2025-12-11 11:50:00+05:30,1562.300048828125,1562.800048828125,1560.5,1561.5999755859375,8258
2025-12-11 11:55:00+05:30,1561.5,1563.199951171875,1560.300048828125,1561.300048828125,11418
2025-12-11 12:00:00+05:30,1561.300048828125,1563.0,1560.300048828125,1562.0999755859375,9129
2025-12-11 12:05:00+05:30,1562.800048828125,1563.0,1561.5999755859375,1562.699951171875,10881
2025-12-11 12:10:00+05:30,1562.9000244140625,1563.9000244140625,1561.5,1562.199951171875,9022
2025-12-11 12:15:00+05:30,1561.5999755859375,1562.5999755859375,1561.0,1562.300048828125,7926
2025-12-11 12:20:00+05:30,1562.300048828125,1563.0999755859375,1561.0999755859375,1562.199951171875,7454
2025-12-11 12:25:00+05:30,1561.5999755859375,1565.0,1560.800048828125,1562.9000244140625,14568
2025-12-11 12:30:00+05:30,1562.9000244140625,1563.5999755859375,1560.5,1561.4000244140625,9062
