Datetime,Open,High,Low,Close,Volume
2025-12-11 09:20:00+05:30,1137.0,1151.4000244140625,1134.699951171875,1148.0,13987
2025-12-11 09:25:00+05:30,1148.4000244140625,1154.699951171875,1147.0,1153.699951171875,7632
2025-12-11 09:30:00+05:30,1153.5,1154.300048828125,1148.5999755859375,1149.5,6069
2025-12-11 09:35:00+05:30,1149.199951171875,1150.0,1146.699951171875,1147.199951171875,3439
2025-12-11 09:40:00+05:30,1147.199951171875,1149.0,1145.199951171875,1146.699951171875,2513
2025-12-11 09:45:00+05:30,1146.5,1146.800048828125,1142.5999755859375,1144.5999755859375,17582
2025-12-11 09:50:00+05:30,1144.5999755859375,1144.800048828125,1142.9000244140625,1144.300048828125,2666
2025-12-11 09:55:00+05:30,1144.199951171875,1146.4000244140625,1143.0999755859375,1144.300048828125,1718
2025-12-11 10:00:00+05:30,1144.300048828125,1144.9000244140625,1141.5,1144.0,1983
2025-12-11 10:05:00+05:30,1144.0,1150.0,1144.0,1149.0,2214
2025-12-11 10:10:00+05:30,1149.4000244140625,1152.0,1148.0999755859375,1152.0,3763
2025-12-11 10:15:00+05:30,1152.0,1152.800048828125,1150.199951171875,1152.0999755859375,2699
2025-12-11 10:20:00+05:30,1152.0999755859375,1152.199951171875,1149.0,1149.0,1679
2025-12-11 10:25:00+05:30,1149.300048828125,1150.0,1148.0999755859375,1149.300048828125,1867
2025-12-11 10:30:00+05:30,1148.0999755859375,1148.5,1146.300048828125,1148.300048828125,794
2025-12-11 10:35:00+05:30,1148.199951171875,1148.199951171875,1146.699951171875,1147.0,416
2025-12-11 10:40:00+05:30,1146.0999755859375,1146.0999755859375,1143.5,1144.199951171875,1101
2025-12-11 10:45:00+05:30,1144.199951171875,1144.300048828125,1141.0,1141.5,1631
2025-12-11 10:50:00+05:30,1142.0999755859375,1143.800048828125,1142.0999755859375,1142.199951171875,1214
2025-12-11 10:55:00+05:30,1142.199951171875,1143.0999755859375,1141.300048828125,1141.800048828125,2978
2025-12-11 11:00:00+05:30,1141.199951171875,1143.0,1139.699951171875,1139.699951171875,1156
2025-12-11 11:05:00+05:30,1139.300048828125,1139.9000244140625,1135.300048828125,1136.4000244140625,3571
2025-12-11 11:10:00+05:30,1136.199951171875,1139.800048828125,1136.199951171875,1137.800048828125,1416
2025-12-11 11:15:00+05:30,1138.300048828125,1140.9000244140625,1137.300048828125,1140.9000244140625,2149
2025-12-11 11:20:00+05:30,1142.4000244140625,1144.4000244140625,1142.0999755859375,1144.4000244140625,1673
2025-12-11 11:25:00+05:30,1145.199951171875,1145.199951171875,1142.4000244140625,1142.4000244140625,1433
2025-12-11 11:30:00+05:30,1142.4000244140625,1143.0,1140.4000244140625,1140.4000244140625,367
2025-12-11 11:35:00+05:30,1139.9000244140625,1140.5999755859375,1138.199951171875,1140.0,888
2025-12-11 11:40:00+05:30,1139.9000244140625,1140.699951171875,1139.199951171875,1140.699951171875,3240
2025-12-11 11:45:00+05:30,1139.699951171875,1140.9000244140625,1139.4000244140625,1140.800048828125,346
2025-12-11 11:50:00+05:30,1140.9000244140625,1141.4000244140625,1139.699951171875,1139.699951171875,670
2025-12-11 11:55:00+05:30,1140.300048828125,1143.0,1140.300048828125,1142.5,1950
2025-12-11 12:00:00+05:30,1142.5,1142.699951171875,1141.199951171875,1142.5,1169
2025-12-11 12:05:00+05:30,1142.5,1144.4000244140625,1142.0999755859375,1143.5999755859375,728
2025-12-11 12:10:00+05:30,1143.5999755859375,1147.9000244140625,1143.5999755859375,1147.0,5174
2025-12-11 12:15:00+05:30,1146.5999755859375,1148.0,1146.5999755859375,1148.0,546
2025-12-11 12:20:00+05:30,1147.5999755859375,1148.0,1144.699951171875,1146.300048828125,943
2025-12-11 12:25:00+05:30,1146.300048828125,1148.0,1145.5999755859375,1147.199951171875,537
2025-12-11 12:30:00+05:30,1147.0999755859375,1147.5999755859375,1145.5999755859375,1146.0,446
2025-12-11 12:35:00+05:30,1145.5999755859375,1146.9000244140625,1144.699951171875,1146.0,679
2025-12-11 12:40:00+05:30,1145.0,1149.0,1145.0,1149.0,958
2025-12-11 12:45:00+05:30,1149.0,1151.0,1148.0999755859375,1150.300048828125,1515
2025-12-11 12:50:00+05:30,1150.4000244140625,1150.9000244140625,1149.5,1149.5,1080
2025-12-11 12:55:00+05:30,1150.199951171875,1151.699951171875,1149.4000244140625,1150.199951171875,3077
2025-12-11 13:00:00+05:30,1150.300048828125,1150.300048828125,1144.300048828125,1144.699951171875,2197
2025-12-11 13:05:00+05:30,1144.699951171875,1144.9000244140625,1141.0,1142.5999755859375,4563
2025-12-11 13:10:00+05:30,1142.5,1143.4000244140625,1141.0999755859375,1141.800048828125,629
2025-12-11 13:15:00+05:30,1142.0,1143.199951171875,1141.9000244140625,1142.800048828125,477
2025-12-11 13:20:00+05:30,1142.4000244140625,1143.5999755859375,1142.0,1143.5999755859375,1698
2025-12-11 13:25:00+05:30,1143.5999755859375,1144.0999755859375,1142.0,1142.5999755859375,338
2025-12-11 13:30:00+05:30,1143.199951171875,1145.9000244140625,1142.199951171875,1144.800048828125,659
2025-12-11 13:35:00+05:30,1145.0999755859375,1145.0999755859375,1144.5,1144.800048828125,425
2025-12-11 13:40:00+05:30,1144.699951171875,1145.300048828125,1144.0,1144.5999755859375,330
2025-12-11 13:45:00+05:30,1143.800048828125,1145.0,1143.199951171875,1144.800048828125,264
2025-12-11 13:50:00+05:30,1144.5,1150.300048828125,1144.0999755859375,1150.0,15917
2025-12-11 13:55:00+05:30,1150.0,1150.5999755859375,1150.0,1150.300048828125,3028
2025-12-11 14:00:00+05:30,1150.0,1150.5,1149.5999755859375,1150.5,16305
2025-12-11 14:05:00+05:30,1150.0,1150.5,1150.0,1150.300048828125,2727
2025-12-11 14:10:00+05:30,1150.5,1150.5999755859375,1149.9000244140625,1150.0999755859375,10114
2025-12-11 14:15:00+05:30,1150.0999755859375,1150.5,1150.0,1150.0,568
2025-12-11 14:20:00+05:30,1150.0,1153.0,1150.0,1152.300048828125,4324
2025-12-11 14:25:00+05:30,1152.0,1152.4000244140625,1151.5,1151.5,98
2025-12-11 14:30:00+05:30,1152.0,1152.9000244140625,1151.199951171875,1151.9000244140625,690
2025-12-11 14:35:00+05:30,1151.9000244140625,1151.9000244140625,1151.0,1151.0,273
2025-12-11 14:40:00+05:30,1151.0,1151.4000244140625,1150.0,1150.5999755859375,1337
2025-12-11 14:45:00+05:30,1150.5,1150.5,1150.0,1150.0,1361
2025-12-11 14:50:00+05:30,1150.0,1151.4000244140625,1150.0,1151.0,2819
